Word1,Word2,Number of SMSs with co-occurences
08700621170150p,havent,1
08700621170150p,hear,1
08700621170150p,horny,1
08700621170150p,im,2
08700621170150p,live,2
08700621170150p,local,1
08700621170150p,love,1
08700621170150p,ltd,2
08700621170150p,luv,1
08700621170150p,msg,2
08700621170150p,netcollex,2
08700621170150p,per,2
08700621170150p,randy,1
08700621170150p,ready,1
08700621170150p,replied,1
08700621170150p,reply,2
08700621170150p,sex,1
08700621170150p,sexy,1
08700621170150p,stop,2
08700621170150p,text,1
08700621170150p,todays,1
08700621170150p,town,1
08700621170150p,u,1
08701213186,16,1
08701213186,88888,1
08701213186,apply,1
08701213186,call,1
08701213186,free,1
08701213186,get,1
08701213186,heart,1
08701213186,help,1
08701213186,jamster,1
08701213186,need,1
08701213186,tc,1
08701213186,text,1
08701213186,wallpaper,1
08701237397,16,1
08701237397,call,1
08701237397,club,1
08701237397,credits,1
08701237397,enjoy,1
08701237397,help,1
08701237397,inforingtonekingcouk,1
08701237397,must,1
08701237397,need,1
08701237397,pro,1
08701237397,redeemable,1
08701237397,rtking,1
08701237397,video,1
08701237397,wwwringtonekingcouk,1
08701417012,2,3
08701417012,25p,2
08701417012,4,3
08701417012,5p,1
08701417012,8007,3
08701417012,alfie,3
08701417012,charity,3
08701417012,children,3
08701417012,m8s,3
08701417012,mob,3
08701417012,moons,3
08701417012,need,3
08701417012,nokias,3
08701417012,poly,3
08701417012,polys,3
08701417012,profit,3
08701417012,song,3
08701417012,tell,3
08701417012,tone,3
08701417012,txt,3
08701417012,ur,3
08701417012,zed,3
08701417012150p,8007,2
08701417012150p,card,2
08701417012150p,collection,2
08701417012150p,eerie,2
08701417012150p,free,2
08701417012150p,halloween,2
08701417012150p,logo,2
08701417012150p,logopic,2
08701417012150p,message,2
08701417012150p,mob,2
08701417012150p,per,2
08701417012150p,pic,2
08701417012150p,plus,2
08701417012150p,spook,2
08701417012150p,tone,2
08701417012150p,txt,2
08701417012150p,zed,2
0870141701216,1,1
0870141701216,2,1
0870141701216,4txt120p,1
0870141701216,8007,1
0870141701216,fans,1
0870141701216,free,1
0870141701216,get,1
0870141701216,latest,1
0870141701216,mobile,1
0870141701216,news,1
0870141701216,norm,1
0870141701216,plus,1
0870141701216,sport,1
0870141701216,sports,1
0870141701216,str,1
0870141701216,tone,1
0870141701216,txt,1
0870141701216,ur,1
0870141701216,wk,1
0870141701216,wwwgetzedcouk,1
087016248,16,1
087016248,3wk,1
087016248,4,1
087016248,88600,1
087016248,babe,1
087016248,celeb,1
087016248,every,1
087016248,free,1
087016248,get,1
087016248,jordan,1
087016248,mobile,1
087016248,pic,1
087016248,pics,1
087016248,pocketbabecouk,1
087016248,sex,1
087016248,sexy,1
087016248,text,1
087016248,ur,1
087016248,wk,1
08701752560,100s,1
08701752560,450p,1
08701752560,5,1
08701752560,69669,1
08701752560,9yt,1
08701752560,cancel,1
08701752560,chik,1
08701752560,days,1
08701752560,e14,1
08701752560,films,1
08701752560,filth,1
08701752560,filthy,1
08701752560,get,1
08701752560,ltd,1
08701752560,per,1
08701752560,phone,1
08701752560,pics,1
08701752560,rock,1
08701752560,rply,1
08701752560,saristar,1
08701752560,stop2,1
08701752560,xxx,1
08701752560,yr,1
087018728737,08718727870,1
087018728737,3,1
087018728737,5,1
087018728737,81618,1
087018728737,call,1
087018728737,every,1
087018728737,free,1
087018728737,get,1
087018728737,national,1
087018728737,per,1
087018728737,pole,1
087018728737,polyphonic,1
087018728737,rate,1
087018728737,sent,1
087018728737,subpoly,1
087018728737,text,1
087018728737,tones,1
087018728737,top,1
087018728737,toppoly,1
087018728737,tune,1
087018728737,unsub,1
087018728737,week,1
0870241182716,3wk,2
0870241182716,89080,2
0870241182716,c,2
0870241182716,celeb4,2
0870241182716,day,2
0870241182716,dont,2
0870241182716,every,2
0870241182716,free2day,2
0870241182716,georges,2
0870241182716,jordantxt,2
0870241182716,miss,2
0870241182716,pic,2
0870241182716,pics,2
0870241182716,pocketbabecouk,2
0870241182716,saucy,2
0870241182716,sexy,2
0870241182716,st,2
0870241182716,wk,2
08702490080,09066358152,1
08702490080,2,1
08702490080,5000,1
08702490080,call,1
08702490080,careful,1
08702490080,claim,1
08702490080,details,1
08702490080,enter,1
08702490080,mobile,1
08702490080,personal,1
08702490080,prize,1
08702490080,prompts,1
08702490080,tells,1
08702490080,u,1
08702490080,ur,1
08702840625,3qxj9,1
08702840625,9ae,1
08702840625,charge,1
08702840625,comuk220cm2,1
08702840625,credits,1
08702840625,extra,1
08702840625,gotto,1
08702840625,help,1
08702840625,inclusive,1
08702840625,login,1
08702840625,pls,1
08702840625,services,1
08702840625,sms,1
08702840625,stop,1
08702840625,text,1
08702840625,unsubscribe,1
08702840625,wwwcomuknet,1
08702840625comuk,220cm2,3
08702840625comuk,3qxj9,3
08702840625comuk,9ae,3
08702840625comuk,charge,3
08702840625comuk,credits,3
08702840625comuk,extra,3
08702840625comuk,goto,3
08702840625comuk,help,3
08702840625comuk,inclusive,2
08702840625comuk,login,3
08702840625comuk,pls,3
08702840625comuk,services,2
08702840625comuk,sms,2
08702840625comuk,smsservices,1
08702840625comuk,stop,3
08702840625comuk,text,3
08702840625comuk,unsubscribe,3
08702840625comuk,wwwcomuknet,3
08702840625comuk,yourinclusive,1
08704439680,1st,1
08704439680,2,1
08704439680,airport,1
08704439680,booking,1
08704439680,call,1
08704439680,claim,1
08704439680,class,1
08704439680,dear,1
08704439680,holder,1
08704439680,holiday,1
08704439680,lounge,1
08704439680,passes,1
08704439680,quote,1
08704439680,using,1
08704439680,voucher,1
08704439680,x,1
08704439680tscs,2,1
08704439680tscs,4,1
08704439680tscs,79,1
08704439680tscs,apply,1
08704439680tscs,book,1
08704439680tscs,call,1
08704439680tscs,flights,1
08704439680tscs,next,1
08704439680tscs,nights,1
08704439680tscs,paris,1
08704439680tscs,romantic,1
08704439680tscs,year,1
08706091795,10,1
08706091795,3,2
08706091795,82324,1
08706091795,83435,1
08706091795,best,2
08706091795,content,2
08706091795,days,2
08706091795,helpline,2
08706091795,mobile,2
08706091795,per,2
08706091795,send,2
08706091795,service,2
08706091795,stop,2
08706091795,subscribed,2
08706091795,ten,1
08706091795,u,2
08706091795,uk,2
0870737910216yrs,150wk,1
0870737910216yrs,87131,1
0870737910216yrs,every,1
0870737910216yrs,free,1
0870737910216yrs,get,1
0870737910216yrs,new,1
0870737910216yrs,polys,1
0870737910216yrs,ring,1
0870737910216yrs,text,1
0870737910216yrs,tone,1
0870737910216yrs,week,1
08707500020,1327,1
08707500020,20p,1
08707500020,5wb,1
08707500020,box,1
08707500020,call,1
08707500020,cr9,1
08707500020,croydon,1
08707500020,fantasies,1
08707500020,hot,1
08707500020,live,1
08707500020,ltd,1
08707500020,min,1
08707500020,national,1
08707500020,ntt,1
08707500020,per,1
08707500020,po,1
08707500020,rate,1
08707509020,0870k,2
08707509020,1327,6
08707509020,20p,6
08707509020,5wb,6
08707509020,box,6
08707509020,call,6
08707509020,chance,2
08707509020,cr9,6
08707509020,croydon,6
08707509020,fantasies,4
08707509020,fantasy,2
08707509020,hot,4
08707509020,live,4
08707509020,ltd,6
08707509020,min,6
08707509020,national,4
08707509020,ntt,6
08707509020,per,6
08707509020,po,6
08707509020,rate,4
08707509020,reality,2
08707509020,show,2
0870753331018,09090900040,1
0870753331018,247mp,1
0870753331018,60p,1
0870753331018,call,1
0870753331018,chat,1
0870753331018,dirty,1
0870753331018,extreme,1
0870753331018,going,1
0870753331018,knows,1
0870753331018,listen,1
0870753331018,listening,1
0870753331018,live,1
0870753331018,min,1
0870753331018,office,1
0870753331018,one,1
0870753331018,privacy,1
0870753331018,right,1
0870753331018,sic,1
0870753331018,total,1
08707808226,1stchoicecouk,1
08707808226,call,1
08707808226,dont,1
08707808226,forget,1
08707808226,free,1
08707808226,information,1
08707808226,many,1
08707808226,place,1
08707808226,requests,1
08707808226,wish,1
08708034412,1172,1
08708034412,28th,1
08708034412,87239,2
08708034412,customer,2
08708034412,draw,1
08708034412,feb,1
08708034412,good,1
08708034412,id,1
08708034412,luck,1
08708034412,place,1
08708034412,removal,2
08708034412,send,2
08708034412,services,2
08708034412,stop,2
08708034412,takes,1
08708034412,unique,1
08708034412,user,1
08708800282,150pmsg,1
08708800282,500,1
08708800282,86688,1
08708800282,cash,1
08708800282,cashbalance,1
08708800282,cashin,1
08708800282,cc,1
08708800282,currently,1
08708800282,hgsuite3422lands,1
08708800282,maximize,1
08708800282,pounds,1
08708800282,roww1j6hl,1
08708800282,send,1
08708800282,ur,1
08709222922,08712460324,2
08709222922,10pmin,2
08709222922,15pmin,2
08709222922,78pmin,2
08709222922,call,2
08709222922,chat,2
08709222922,cheap,2
08709222922,cheaper,2
08709222922,gay,2
08709222922,hot,2
08709222922,january,1
08709222922,male,2
08709222922,national,2
08709222922,peak,2
08709222922,rate,2
08709222922,sale,2
08709222922,spjanuary,1
08709222922,stop,2
08709222922,texts,2
08709501522,139,1
08709501522,150week,1
08709501522,2wu,1
08709501522,accessible,1
08709501522,call,1
08709501522,details,1
08709501522,la3,1
08709501522,member,1
08709501522,mobile,1
08709501522,offers,1
08709501522,pobox,1
08709501522,savamob,1
08709501522,weeks,1
0870k,1327,2
0870k,20p,2
0870k,5wb,2
0870k,box,2
0870k,call,2
0870k,cr9,2
0870k,croydon,2
0870k,fantasies,2
0870k,hot,2
0870k,live,2
0870k,ltd,2
0870k,min,2
0870k,ntt,2
0870k,per,2
0870k,po,2
087104711148,10p,1
087104711148,2,1
087104711148,2nd,1
087104711148,400,1
087104711148,btnationalrate,1
087104711148,call,1
087104711148,claim,1
087104711148,contact,1
087104711148,easy,1
087104711148,minute,1
087104711148,per,1
087104711148,prize,1
087104711148,time,1
087104711148,tried,1
087104711148,u,1
087104711148,won,1
08712101358,10p,2
08712101358,2,2
08712101358,2nd,2
08712101358,750,2
08712101358,btnationalrate,2
08712101358,call,2
08712101358,claim,2
08712101358,contact,2
08712101358,easy,2
08712101358,min,2
08712101358,per,2
08712101358,pound,2
08712101358,prize,2
08712101358,time,2
08712101358,tried,2
08712101358,u,2
08712101358,won,2
08712103738,10p,1
08712103738,2,1
08712103738,2000,1
08712103738,btnationalrate,1
08712103738,call,1
08712103738,claim,1
08712103738,congratulations,1
08712103738,easy,1
08712103738,friend,1
08712103738,good,1
08712103738,minute,1
08712103738,per,1
08712103738,prize,1
08712103738,thanks,1
08712103738,u,1
08712103738,won,1
08712103738,xmas,1
0871212025016,1,1
0871212025016,150p,1
0871212025016,2,1
0871212025016,4,1
0871212025016,club,1
0871212025016,expired,1
0871212025016,free,1
0871212025016,monoc,1
0871212025016,monos,1
0871212025016,msg,1
0871212025016,per,1
0871212025016,polyc,1
0871212025016,polys,1
0871212025016,reply,1
0871212025016,resub,1
0871212025016,stop,1
0871212025016,stream,1
0871212025016,subs,1
0871212025016,tone,1
0871212025016,txt,1
0871212025016,week,1
0871212025016,weekly,1
08712300220,1,1
08712300220,1131,1
08712300220,1225,1
08712300220,250,1
08712300220,3100,2
08712300220,350,5
08712300220,4041,1
08712300220,50award,1
08712300220,5226,1
08712300220,7548,1
08712300220,7634,1
08712300220,7684,1
08712300220,app,4
08712300220,apply,1
08712300220,award,3
08712300220,british,1
08712300220,bx526,1
08712300220,call,6
08712300220,claim,6
08712300220,code,5
08712300220,dial,1
08712300220,ending,5
08712300220,hava,1
08712300220,holiday,1
08712300220,hotels,1
08712300220,match,5
08712300220,national,1
08712300220,nothing,1
08712300220,numbers,5
08712300220,phony,1
08712300220,please,5
08712300220,quoting,5
08712300220,rate,1
08712300220,rates,5
08712300220,receive,5
08712300220,reward,1
08712300220,selected,6
08712300220,standard,5
08712300220,stay,1
08712300220,sw73ss,1
08712300220,todays,5
08712300220,top,1
08712300220,uve,1
08712300220,valued,1
08712300220,voda,5
08712300220,xxxx,1
087123002209am7pm,1000,1
087123002209am7pm,10p,1
087123002209am7pm,2000,1
087123002209am7pm,award,1
087123002209am7pm,call,1
087123002209am7pm,cash,1
087123002209am7pm,claim,1
087123002209am7pm,cost,1
087123002209am7pm,live,1
087123002209am7pm,operator,1
087123002209am7pm,receive,1
087123002209am7pm,selected,1
087123002209am7pm,speak,1
087123002209am7pm,specially,1
087123002209am7pm,winner,1
08712317606,2,1
08712317606,2rcv,2
08712317606,4utxt,1
08712317606,82242,2
08712317606,baby,1
08712317606,c,2
08712317606,cam,2
08712317606,chat,1
08712317606,chatim,1
08712317606,company,1
08712317606,date,1
08712317606,fancy,1
08712317606,freemsg,1
08712317606,freemsgfeelin,1
08712317606,got,2
08712317606,hi,1
08712317606,hlp,2
08712317606,hope,1
08712317606,hot,1
08712317606,jst,1
08712317606,keep,1
08712317606,kinda,1
08712317606,like,1
08712317606,lnly,1
08712317606,moby,2
08712317606,msg150p,2
08712317606,new,1
08712317606,pic,1
08712317606,pictxt,1
08712317606,reply,1
08712317606,rply,1
08712317606,stop,1
08712317606,u,1
08712317606,w8in,1
08712317606,wanna,2
08712317606,wow,1
08712400200,1,1
08712400200,call,1
08712400200,message,1
08712400200,new,1
08712400200,please,1
08712400603,150p,1
08712400603,abroad,1
08712400603,babe,1
08712400603,back,1
08712400603,chat,1
08712400603,hi,1
08712400603,home,1
08712400603,im,1
08712400603,jordan,1
08712400603,lonely,1
08712400603,r,1
08712400603,stop,1
08712400603,stopcost,1
08712400603,text,1
08712400603,u,1
08712400603,visionsmscom,1
08712400603,wanna,1
08712400603,xxsp,1
08712402050,10ppm,2
08712402050,16,2
08712402050,2000,1
08712402050,3000,1
08712402050,ag,2
08712402050,apply,2
08712402050,award,2
08712402050,call,2
08712402050,close,2
08712402050,cost,2
08712402050,lines,2
08712402050,pound,1
08712402050,promo,2
08712402050,receive,2
08712402050,selected,2
08712402050,specially,2
08712402050,tcs,2
08712402578,call,1
08712402578,immediately,1
08712402578,message,1
08712402578,please,1
08712402578,urgent,1
08712402578,waiting,1
08712402779,call,1
08712402779,immediately,1
08712402779,message,1
08712402779,please,1
08712402779,urgent,1
08712402779,waiting,1
08712402902,call,1
08712402902,immediately,1
08712402902,message,1
08712402902,please,1
08712402902,urgent,1
08712402902,waiting,1
08712402972,call,1
08712402972,immediately,1
08712402972,message,1
08712402972,please,1
08712402972,urgent,1
08712402972,waiting,1
08712404000,448712404000please,1
08712404000,call,1
08712404000,forwarded,1
08712404000,immediately,1
08712404000,message,1
08712404000,urgent,1
08712404000,waiting,1
08712405020,18,1
08712405020,1st,3
08712405020,2,3
08712405020,250,4
08712405020,4,2
08712405020,40gb,2
08712405020,81303,1
08712405020,84128,2
08712405020,84128custcare,1
08712405020,care,1
08712405020,cash,2
08712405020,chance,2
08712405020,charged150pmsg2,1
08712405020,comp,2
08712405020,cust,1
08712405020,custcare,2
08712405020,enter,1
08712405020,entry,3
08712405020,every,2
08712405020,follows,1
08712405020,free,4
08712405020,ipod,2
08712405020,pod,1
08712405020,question,1
08712405020,r,1
08712405020,send,1
08712405020,stop,1
08712405020,subscribed,1
08712405020,subsequent,1
08712405020,tc,1
08712405020,textcomp,1
08712405020,textpod,2
08712405020,tscs,2
08712405020,txt,3
08712405020,u,1
08712405020,unsubscribe,1
08712405020,vpod,1
08712405020,week,2
08712405020,weekly,1
08712405020,win,2
08712405020,wk,2
08712405020,wkly,1
08712405020,wks,1
08712405020,word,1
08712405020,wwwtextcompcom,1
08712405020,wwwtextpodnet,2
08712405022,1x150pwk,2
08712405022,250,2
08712405022,80608,2
08712405022,action,2
08712405022,cash,2
08712405022,chance,2
08712405022,custcare,2
08712405022,every,2
08712405022,tscs,2
08712405022,txt,2
08712405022,ur,2
08712405022,win,2
08712405022,wk,2
08712405022,wwwmovietriviatv,2
08712460324,08718730555,1
08712460324,08718730666,2
08712460324,09094646631,1
08712460324,09095350301,1
08712460324,10pmin,5
08712460324,15pmin,2
08712460324,2,2
08712460324,4,1
08712460324,60pmin,2
08712460324,78pmin,2
08712460324,b,1
08712460324,bears,1
08712460324,call,7
08712460324,chat,4
08712460324,cheap,2
08712460324,cheaper,2
08712460324,darkest,1
08712460324,deepest,1
08712460324,dick,1
08712460324,dont,1
08712460324,ecstacy,1
08712460324,erotic,1
08712460324,fact,1
08712460324,fantasies,1
08712460324,feeling,1
08712460324,floppy,1
08712460324,gay,5
08712460324,girls,1
08712460324,guys,1
08712460324,happy,1
08712460324,hot,2
08712460324,hungry,1
08712460324,id,1
08712460324,january,1
08712460324,like,1
08712460324,male,2
08712460324,nat,2
08712460324,national,2
08712460324,nick,1
08712460324,peak,2
08712460324,pete,1
08712460324,photo,2
08712460324,pic,1
08712460324,rate,4
08712460324,sale,2
08712460324,send,1
08712460324,service,1
08712460324,snappy,1
08712460324,spjanuary,1
08712460324,stop,7
08712460324,tell,1
08712460324,texts,7
08712460324,tom,1
08712460324,try,1
08712460324,types,1
08712460324,upload,2
08712460324nat,08712466669,1
08712460324nat,10pmin,1
08712460324nat,2,1
08712460324nat,bears,1
08712460324nat,call,1
08712460324nat,calling,1
08712460324nat,dont,1
08712460324nat,fun,1
08712460324nat,jocks,1
08712460324nat,miss,1
08712460324nat,rate,1
08712460324nat,scallies,1
08712460324nat,skins,1
08712460324nat,stop,1
08712460324nat,texts,1
08712460324nat,twinks,1
08712460324nat,weekends,1
08712466669,10pmin,1
08712466669,2,1
08712466669,bears,1
08712466669,call,1
08712466669,calling,1
08712466669,dont,1
08712466669,fun,1
08712466669,jocks,1
08712466669,miss,1
08712466669,rate,1
08712466669,scallies,1
08712466669,skins,1
08712466669,stop,1
08712466669,texts,1
08712466669,twinks,1
08712466669,weekends,1
0871277810710pmin,1000,1
0871277810710pmin,18,1
0871277810710pmin,2,1
0871277810710pmin,4,1
0871277810710pmin,ave,1
0871277810710pmin,cash,1
0871277810710pmin,claim,1
0871277810710pmin,flights,1
0871277810710pmin,holiday,1
0871277810710pmin,inc,1
0871277810710pmin,live,1
0871277810710pmin,operator,1
0871277810710pmin,r,1
0871277810710pmin,receive,1
0871277810710pmin,selected,1
0871277810710pmin,speak,1
0871277810710pmin,specially,1
0871277810710pmin,u,1
0871277810710pmin,winner,1
0871277810810,1000,2
0871277810810,2,2
0871277810810,4,2
0871277810810,cash,2
0871277810810,claim,2
0871277810810,flights,2
0871277810810,holiday,2
0871277810810,inc,2
0871277810810,live,2
0871277810810,operator,2
0871277810810,receive,2
0871277810810,selected,2
0871277810810,speak,2
0871277810810,specially,2
0871277810810,u,2
0871277810810,winner,2
0871277810910pmin,1000,1
0871277810910pmin,18,1
0871277810910pmin,2,1
0871277810910pmin,4,1
0871277810910pmin,claim,1
0871277810910pmin,flights,1
0871277810910pmin,holiday,1
0871277810910pmin,inc,1
0871277810910pmin,live,1
0871277810910pmin,operator,1
0871277810910pmin,receive,1
0871277810910pmin,selected,1
0871277810910pmin,speak,1
0871277810910pmin,specially,1
0871277810910pmin,u,1
0871277810910pmin,winner,1
087143423992stop,2,1
087143423992stop,b,1
087143423992stop,club,1
087143423992stop,could,1
087143423992stop,fastest,1
087143423992stop,gigolo,1
087143423992stop,good,1
087143423992stop,growing,1
087143423992stop,gsoh,1
087143423992stop,join,1
087143423992stop,ladiesu,1
087143423992stop,male,1
087143423992stop,mens,1
087143423992stop,mjzgroup,1
087143423992stop,msg150rcvd,1
087143423992stop,oncall,1
087143423992stop,reply,1
087143423992stop,spam,1
087143423992stop,stop,1
087143423992stop,uks,1
087147123779am7pm,1000,1
087147123779am7pm,10p,1
087147123779am7pm,2000,1
087147123779am7pm,award,1
